date,Cap_VW_return
2001-01-01,0.10323146934792415
2001-02-01,-0.08713883159124983
2001-03-01,-0.07292909624622211
2001-04-01,0.12309783511181101
2001-05-01,0.004577001323187677
2001-06-01,-0.013606245045946801
2001-07-01,-0.02965195942183351
2001-08-01,-0.05706150839903437
2001-09-01,-0.12815178555705256
2001-10-01,0.06316213868748888
2001-11-01,0.06643344227449188
2001-12-01,0.04727387007155719
2002-01-01,-0.0145361874802846
2002-02-01,-0.020759971773689434
2002-03-01,0.043578952459530494
2002-04-01,-0.026367522255264956
2002-05-01,-0.028148026016223703
2002-06-01,-0.05565329749657576
2002-07-01,-0.08138332589347723
2002-08-01,0.025916266532868222
2002-09-01,-0.06325881265351535
2002-10-01,0.02700394464167303
2002-11-01,0.05318937061097332
2002-12-01,-0.05124627801132034
2003-01-01,-0.05336742361069384
2003-02-01,-0.024428650158436725
2003-03-01,0.013623732988653678
2003-04-01,0.0750157933169395
2003-05-01,0.08915117322588482
2003-06-01,0.004722737377922717
2003-07-01,0.026709104149307394
2003-08-01,0.05024068620821212
2003-09-01,-0.03262069651408825
2003-10-01,0.052407870834322565
2003-11-01,0.012087730237611713
2003-12-01,0.01888821427447886
2004-01-01,0.024975845882666218
2004-02-01,0.016232329964290814
2004-03-01,-0.017037513420839277
2004-04-01,-0.03463767393287069
2004-05-01,0.007452998126659944
2004-06-01,0.022300913720201758
2004-07-01,-0.03872753682100051
2004-08-01,-0.007283409869478659
2004-09-01,0.02697477242582394
2004-10-01,0.003876040580623767
2004-11-01,0.05803522498496109
2004-12-01,0.021529485747150544
2005-01-01,-0.015254681592391087
2005-02-01,0.014496452880430801
2005-03-01,-0.02278775983746872
2005-04-01,-0.033184603730836745
2005-05-01,0.04169729735452135
2005-06-01,0.01110725488306073
2005-07-01,0.04539729610870691
2005-08-01,-0.013660180150986214
2005-09-01,0.005943431639691166
2005-10-01,-0.02893739066572177
2005-11-01,0.04284265729072105
2005-12-01,-0.010921305825544503
2006-01-01,0.031939840111604764
2006-02-01,-0.003683393073217389
2006-03-01,0.011327361548844183
2006-04-01,0.009481607262615821
2006-05-01,-0.03409429618409432
2006-06-01,-0.016615292666288816
2006-07-01,-0.03004728087600893
2006-08-01,0.03039337502565894
2006-09-01,0.0121977867316043
2006-10-01,0.04290291443418649
2006-11-01,0.03734517365846899
2006-12-01,0.006398752066421671
2007-01-01,0.024929412019390404
2007-02-01,-0.012271779667628694
2007-03-01,0.011254228492281533
2007-04-01,0.031922267544482213
2007-05-01,0.03542147989483121
2007-06-01,-0.023237851112687027
2007-07-01,-0.05313838127350846
2007-08-01,3.668382501844118e-05
2007-09-01,0.01574867392070689
2007-10-01,0.0038747791517441477
2007-11-01,-0.02590854888965826
2007-12-01,-0.006730942123472926
2008-01-01,-0.04312952012535547
2008-02-01,-0.04912137515897329
2008-03-01,-0.017130835946720865
2008-04-01,0.01797849602560029
2008-05-01,0.017026099725291982
2008-06-01,-0.08153982647278524
2008-07-01,-0.013000146016205156
2008-08-01,0.023223448181324952
2008-09-01,-0.11410518084519125
2008-10-01,-0.1996135295746601
2008-11-01,-0.09860357306863299
2008-12-01,0.15492905573364452
2009-01-01,-0.10756661784762732
2009-02-01,-0.10540318654200265
2009-03-01,0.1629368365940488
2009-04-01,0.12890913262331896
2009-05-01,0.043184043408676404
2009-06-01,-0.03337973997008559
2009-07-01,0.07712221221188145
2009-08-01,0.016381634287221104
2009-09-01,0.0778318138478874
2009-10-01,-0.014527830971518267
2009-11-01,0.041746942697003714
2009-12-01,0.03674491212659943
2010-01-01,-0.05174907201158961
2010-02-01,0.0248793871304061
2010-03-01,0.051319024740731474
2010-04-01,0.02259175635844354
2010-05-01,-0.08969527684922647
2010-06-01,-0.03984356635474597
2010-07-01,0.07370525709895734
2010-08-01,-0.0714331364089151
2010-09-01,0.07110418972408783
2010-10-01,0.03218045636079387
2010-11-01,0.01917920871990579
2010-12-01,0.04478248412179667
2011-01-01,0.0040234688553145315
2011-02-01,0.0234971417478209
2011-03-01,0.03174781158062993
2011-04-01,0.022561760670004448
2011-05-01,-0.007416728743713167
2011-06-01,0.006191811704393043
2011-07-01,-0.052055926624894736
2011-08-01,-0.0659598856502593
2011-09-01,-0.08188622777640026
2011-10-01,0.17988016980734214
2011-11-01,0.025727313022299483
2011-12-01,-0.0020626423573468135
2012-01-01,0.04525968144786062
2012-02-01,0.026584440397221607
2012-03-01,0.012977852196348704
2012-04-01,-0.018559448197846353
2012-05-01,-0.07618128099144933
2012-06-01,0.06232915630698054
2012-07-01,-0.00876375292789331
2012-08-01,0.038450194376865324
2012-09-01,0.021200689489313192
2012-10-01,-0.014026811989758565
2012-11-01,-0.002684678472378165
2012-12-01,0.02602926808592041
2013-01-01,0.03872949140911183
2013-02-01,0.0013888423736777636
2013-03-01,0.04206766321971887
2013-04-01,0.015582371540959594
2013-05-01,0.045475116924549815
2013-06-01,-0.012744383049619147
2013-07-01,0.05127612096245429
2013-08-01,-0.04361889509775681
2013-09-01,0.04119438803232342
2013-10-01,0.022582169568396614
2013-11-01,0.023370797743347074
2013-12-01,0.03064152037104938
2014-01-01,-0.02006041398925778
2014-02-01,0.08195731482037595
2014-03-01,0.00451201030253543
2014-04-01,-0.023155372935712806
2014-05-01,0.016393829388975285
2014-06-01,0.03377571666640664
