date,VW_return
2001-01-01,0.07432108779161062
2001-02-01,-0.1015407733861636
2001-03-01,-0.06993050862873329
2001-04-01,0.1003728376303053
2001-05-01,-0.007170528266000048
2001-06-01,-0.02422800348160606
2001-07-01,-0.02627946776287557
2001-08-01,-0.06668612833391084
2001-09-01,-0.09091708530689953
2001-10-01,0.030065838018451627
2001-11-01,0.052264316252614705
2001-12-01,0.02320929577459048
2002-01-01,-0.019253420172922392
2002-02-01,-0.016314819726724685
2002-03-01,0.01803135828368182
2002-04-01,-0.05289500666514925
2002-05-01,-0.022005085316230494
2002-06-01,-0.050593469990873635
2002-07-01,-0.059073345720629694
2002-08-01,0.0330861560008414
2002-09-01,-0.06745028769402436
2002-10-01,0.04049698964556166
2002-11-01,0.038516076662516496
2002-12-01,-0.05733664638916498
2003-01-01,-0.05794436510667319
2003-02-01,-0.024272343557534805
2003-03-01,0.017065028613054572
2003-04-01,0.06798087304776576
2003-05-01,0.05830340420847146
2003-06-01,0.008268614001774536
2003-07-01,0.012946301156691913
2003-08-01,0.032036753466299875
2003-09-01,-0.02807474033234835
2003-10-01,0.0358617828227643
2003-11-01,0.00210060415869059
2003-12-01,0.030680729516564753
2004-01-01,0.02039419015043263
2004-02-01,0.01019185874444966
2004-03-01,-0.02425919573488123
2004-04-01,-0.024760742203617663
2004-05-01,0.002334566085513407
2004-06-01,0.015665593395863868
2004-07-01,-0.030164724257107554
2004-08-01,-0.003540110013104624
2004-09-01,0.010948344585556623
2004-10-01,-0.0019277881592681145
2004-11-01,0.04237417638997204
2004-12-01,0.017914042396323205
2005-01-01,-0.017410798760553448
2005-02-01,0.0117933177405384
2005-03-01,-0.024261701162904076
2005-04-01,-0.017977568656675887
2005-05-01,0.03039795011649011
2005-06-01,-0.0050096086591103085
2005-07-01,0.0348868659696327
2005-08-01,-0.012654073384622884
2005-09-01,0.0043723656869497675
2005-10-01,-0.018723144520495744
2005-11-01,0.03957776183955138
2005-12-01,-0.01409003787031752
2006-01-01,0.013517915003393308
2006-02-01,-0.002999475416561538
2006-03-01,0.005612459452114543
2006-04-01,0.008088821736051341
2006-05-01,-0.028100487878084182
2006-06-01,-0.013540155677873285
2006-07-01,-0.011840456228878119
2006-08-01,0.02832720532936232
2006-09-01,0.015806126975545988
2006-10-01,0.03751806874462783
2006-11-01,0.027398963487478806
2006-12-01,0.013103398903978162
2007-01-01,0.016850832366364053
2007-02-01,-0.024330647214208197
2007-03-01,0.01158053674912045
2007-04-01,0.03602568157058139
2007-05-01,0.03184793541238613
2007-06-01,-0.022451299612198113
2007-07-01,-0.04430609651555933
2007-08-01,0.006174719586642435
2007-09-01,0.023036346354627292
2007-10-01,0.005501944107280291
2007-11-01,-0.019214738124050994
2007-12-01,-0.0025905515684810578
2008-01-01,-0.04811842153453709
2008-02-01,-0.045487692391935695
2008-03-01,-0.009119206266703261
2008-04-01,0.011467909819196076
2008-05-01,0.0009388679230899273
2008-06-01,-0.07654509376737839
2008-07-01,-0.012488245913423833
2008-08-01,0.019067296315966122
2008-09-01,-0.09047789063309908
2008-10-01,-0.1682135634617642
2008-11-01,-0.07681329318075703
2008-12-01,0.11663711802079406
2009-01-01,-0.11027716405147261
2009-02-01,-0.10258132655313831
2009-03-01,0.14384817566986394
2009-04-01,0.07939756146893165
2009-05-01,0.04477148794765467
2009-06-01,-0.024671321905075393
2009-07-01,0.06925289400442787
2009-08-01,0.014301193509116763
2009-09-01,0.06120174918724432
2009-10-01,-0.0002052577029600395
2009-11-01,0.04849069814932358
2009-12-01,0.011295031971835234
2010-01-01,-0.0513225146938828
2010-02-01,0.017189990603729166
2010-03-01,0.04834163798701259
2010-04-01,0.008679192613027362
2010-05-01,-0.09243440345270504
2010-06-01,-0.03868359597723942
2010-07-01,0.07147820368851393
2010-08-01,-0.06798062171378796
2010-09-01,0.0603666401319624
2010-10-01,0.032039654885777175
2010-11-01,0.0033288516539268756
2010-12-01,0.043018834408759664
2011-01-01,0.007050044326097588
2011-02-01,0.01537690711141363
2011-03-01,0.01866251195512618
2011-04-01,0.02219639437683731
2011-05-01,-0.01196059204964581
2011-06-01,0.004664840855502922
2011-07-01,-0.03947855524691245
2011-08-01,-0.05635787949805648
2011-09-01,-0.0645732155667751
2011-10-01,0.147826774629167
2011-11-01,0.024704504806077058
2011-12-01,0.007339727795928492
2012-01-01,0.031562625181313
2012-02-01,0.03166739021756554
2012-03-01,0.022212399615443152
2012-04-01,-0.017418148286358327
2012-05-01,-0.06770586319497404
2012-06-01,0.06392182690395458
2012-07-01,0.0033556051543611434
2012-08-01,0.028373157673271653
2012-09-01,0.024410531790055097
2012-10-01,-0.02170265813547142
2012-11-01,-0.005963039360900406
2012-12-01,0.014065154563487399
2013-01-01,0.02667626065670277
2013-02-01,0.0010576649270546885
2013-03-01,0.03558485608564565
2013-04-01,0.019200279274478347
2013-05-01,0.036811191817035564
2013-06-01,-0.018991302682808086
2013-07-01,0.04641044487007348
2013-08-01,-0.0425631364770737
2013-09-01,0.030325895122511763
2013-10-01,0.031033332515073425
2013-11-01,0.02634278867487751
2013-12-01,0.027659412643993117
2014-01-01,-0.02710339320803136
2014-02-01,0.07119893424146838
2014-03-01,0.010401989325178924
2014-04-01,-0.00952415345761036
2014-05-01,0.018578715776833406
2014-06-01,0.021981490170772354
2014-07-01,-0.028660309802134284
2014-08-01,0.043546873039939156
2014-09-01,-0.021429198698728124
2014-10-01,0.03694792242968652
2014-11-01,0.02390269920350448
2014-12-01,0.005161577940883722
2015-01-01,-0.03134166803306153
2015-02-01,0.04596972298869133
2015-03-01,-0.019694610133359554
2015-04-01,0.00858247580983606
2015-05-01,0.0008695455339823945
2015-06-01,-0.019631245348936614
2015-07-01,0.007964284611444914
2015-08-01,-0.05883568818715827
2015-09-01,-0.002485381325906802
2015-10-01,0.07411622774037721
2015-11-01,-0.008573450401489767
2015-12-01,-0.03311926557375992
2016-01-01,-0.04423507226660233
2016-02-01,-0.0018848688736693253
2016-03-01,0.042972646771906375
2016-04-01,0.0007640172786210432
2016-05-01,0.007793165185215934
2016-06-01,-0.004276580082315358
2016-07-01,0.03502261225063771
2016-08-01,0.004424687473374956
2016-09-01,-0.0001530441386312655
2016-10-01,-0.018637956082397367
2016-11-01,0.05265913555555907
2016-12-01,0.01975668065080624
2017-01-01,0.009660227338028148
2017-02-01,0.03400912845047818
2017-03-01,-0.014374738434976242
2017-04-01,0.012012545574190575
2017-05-01,0.007621084604861342
2017-06-01,-0.0035357924525455903
2017-07-01,0.01574332411305265
2017-08-01,-0.0017354593118526535
2017-09-01,0.02032198959080605
2017-10-01,0.016825254674249366
2017-11-01,0.029641226980073876
2017-12-01,0.011679889033597495
2018-01-01,0.04641642837563039
2018-02-01,-0.037456516513619476
2018-03-01,-0.012630398296956984
2018-04-01,0.025745055079758057
2018-05-01,0.022082225843626502
2018-06-01,-0.006297729505021889
2018-07-01,0.02843616986420006
2018-08-01,0.034842409437083735
2018-09-01,0.0013940875700374207
2018-10-01,-0.07749087095812483
2018-11-01,0.004643459414321936
2018-12-01,-0.10478881776068111
2019-01-01,0.08093517405057624
2019-02-01,0.03214983562927938
2019-03-01,0.004098205037364479
2019-04-01,0.02764588104157639
2019-05-01,-0.06115073763795612
2019-06-01,0.07377985439298368
2019-07-01,0.004721502200650207
2019-08-01,-0.01581958412747154
2019-09-01,0.02296985927397923
2019-10-01,0.03368674002870903
2019-11-01,0.026506576982070332
2019-12-01,0.035516971921945646
2020-01-01,-0.010625873311604035
2020-02-01,-0.09030778986543946
2020-03-01,-0.16968168488262175
2020-04-01,0.18780083837070569
2020-05-01,0.08425326649810284
2020-06-01,0.016330490187397323
2020-07-01,0.05134343800628917
2020-08-01,0.06395413017243792
2020-09-01,-0.04679077436850945
2020-10-01,-0.030534477193985984
2020-11-01,0.10749207075733865
2020-12-01,0.03302571202965341
2021-01-01,0.008716395749948772
